stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url
12286587,Røldal sentrum,12286587,59.835482,6.820785,http://gt.rkt.no/H12286587
11345320,Kariås kryss,11345320,59.488180,6.489574,http://gt.rkt.no/H11345320
11345787,Sand skule,11345787,59.492191,6.254800,http://gt.rkt.no/H11345787
11345308,Bergjord,11345308,59.464419,6.411959,http://gt.rkt.no/H11345308
11345313,Steine,11345313,59.482260,6.446331,http://gt.rkt.no/H11345313
11345318,Lunde,11345318,59.484880,6.477223,http://gt.rkt.no/H11345318
11345319,Kariås kryss,11345319,59.488348,6.490212,http://gt.rkt.no/H11345319
11345391,Mokleiv,11345391,59.587092,6.686789,http://gt.rkt.no/H11345391
12285329,Røldal sentrum,12285329,59.835496,6.821623,http://gt.rkt.no/H12285329
11345287,Jelsa,11345287,59.339136,6.029750,http://gt.rkt.no/H11345287
11345289,Høyvik,11345289,59.390995,6.088274,http://gt.rkt.no/H11345289
11345282,Skjærahaug,11345282,59.345232,6.206600,http://gt.rkt.no/H11345282
11345423,Jårvik,11345423,59.402791,6.142045,http://gt.rkt.no/H11345423
11335333,Vadla,11335333,59.324826,6.430809,http://gt.rkt.no/H11335333
11335401,Dale,11335401,59.323916,6.402905,http://gt.rkt.no/H11335401
11246626,Sjøleik,11246626,58.944147,5.579864,http://gt.rkt.no/H11246626
11463619,Hella,11463619,59.350970,5.791380,http://gt.rkt.no/H11463619
11463609,Yrkje,11463609,59.398960,5.666450,http://gt.rkt.no/H11463609
11463601,Haugen,11463601,59.432430,5.613340,http://gt.rkt.no/H11463601
11463587,Fikstveit,11463587,59.453930,5.570810,http://gt.rkt.no/H11463587
11463585,Brattestø,11463585,59.439143,5.547036,http://gt.rkt.no/H11463585
11463573,Litlaskog,11463573,59.428350,5.481300,http://gt.rkt.no/H11463573
11466240,Lindanger,11466240,59.406560,5.646060,http://gt.rkt.no/H11466240
11031066,Gauselhagen,11031066,58.905130,5.736390,http://gt.rkt.no/H11031066
11020378,Jakob Askelands vei,11020378,58.882800,5.727160,http://gt.rkt.no/H11020378
11020267,Dyre Vaas vei,11020267,58.868318,5.729329,http://gt.rkt.no/H11020267
11024180,Sleireveien,11024180,58.854103,5.729574,http://gt.rkt.no/H11024180
11020222,Troneshagen,11020222,58.858373,5.733626,http://gt.rkt.no/H11020222
11020394,Århaugen,11020394,58.863044,5.735623,http://gt.rkt.no/H11020394
11031065,Gauselhagen,11031065,58.905030,5.737020,http://gt.rkt.no/H11031065
11031058,Jåttåvågen,11031058,58.914560,5.726090,http://gt.rkt.no/H11031058
11031046,Auglendsbakken,11031046,58.926100,5.731990,http://gt.rkt.no/H11031046
11031044,Lyngnesveien,11031044,58.931470,5.738423,http://gt.rkt.no/H11031044
11030971,Strømsbrua,11030971,58.954490,5.742132,http://gt.rkt.no/H11030971
11030950,Stavanger politikammer,11030950,58.963460,5.735550,http://gt.rkt.no/H11030950
11031302,Seehusens gate,11031302,58.971400,5.714990,http://gt.rkt.no/H11031302
11603906,Tveit,11603906,59.605520,5.850350,http://gt.rkt.no/H11603906
11603868,Ølen vgs.,11603868,59.606651,5.814662,http://gt.rkt.no/H11603868
11602695,Ølen terminal,11602695,59.605527,5.805511,http://gt.rkt.no/H11602695
11603824,Aurdalskrysset,11603824,59.558590,5.699340,http://gt.rkt.no/H11603824
11603790,Krakk,11603790,59.528180,5.671560,http://gt.rkt.no/H11603790
11603765,Kallstveit,11603765,59.497770,5.571530,http://gt.rkt.no/H11603765
11603756,Vestrå sør,11603756,59.483333,5.538611,http://gt.rkt.no/H11603756
11063378,Steinsfjellet,11063378,59.411240,5.315360,http://gt.rkt.no/H11063378
11063175,Gåsland,11063175,59.413970,5.308250,http://gt.rkt.no/H11063175
11063165,Haugesund bussterminal spor 9,11063165,59.417500,5.274090,http://gt.rkt.no/H11063165
11066261,Amanda hpl. 4,11066261,59.394170,5.329880,http://gt.rkt.no/H11066261
11063276,Haraldsgata v/Lillesund,11063276,59.408560,5.274950,http://gt.rkt.no/H11063276
11063984,Haugesund stadion,11063984,59.412635,5.277573,http://gt.rkt.no/H11063984
11063114,Revmatismesykehuset,11063114,59.410210,5.277940,http://gt.rkt.no/H11063114
11063106,Scandic Maritim Hotel,11063106,59.409861,5.272451,http://gt.rkt.no/H11063106
11063983,Skudenesgata,11063983,59.398880,5.285030,http://gt.rkt.no/H11063983
11063116,Haugesund sykehus,11063116,59.409500,5.280450,http://gt.rkt.no/H11063116
11063291,Baglersvingen,11063291,59.404600,5.288570,http://gt.rkt.no/H11063291
11463395,Førre,11463395,59.421629,5.393087,http://gt.rkt.no/H11463395
11463398,Frakkagjerdvegen,11463398,59.418344,5.403446,http://gt.rkt.no/H11463398
11463409,Grinde v/E134,11463409,59.423123,5.459543,http://gt.rkt.no/H11463409
11463567,Årek,11463567,59.451435,5.466225,http://gt.rkt.no/H11463567
11603733,Breivik vest,11603733,59.456583,5.504011,http://gt.rkt.no/H11603733
11603762,Slettafjellet,11603762,59.493761,5.561353,http://gt.rkt.no/H11603762
11603783,Austrheim,11603783,59.525370,5.647466,http://gt.rkt.no/H11603783
11603831,Viland,11603831,59.581768,5.711180,http://gt.rkt.no/H11603831
11603861,Litle Nerheim,11603861,59.602361,5.791480,http://gt.rkt.no/H11603861
11031303,Seehusens gate,11031303,58.970764,5.715342,http://gt.rkt.no/H11031303
11030966,Lindahlsbakken,11030966,58.955640,5.741340,http://gt.rkt.no/H11030966
11031475,Sørhallet,11031475,58.929690,5.736650,http://gt.rkt.no/H11031475
11031042,Vaulen,11031042,58.927666,5.734316,http://gt.rkt.no/H11031042
11031596,Austbøveien,11031596,58.993301,5.732848,http://gt.rkt.no/H11031596
11031550,Pyntesundet,11031550,58.983810,5.737020,http://gt.rkt.no/H11031550
11031095,Ofolskroken,11031095,58.900906,5.720948,http://gt.rkt.no/H11031095
11031554,Hundvågveien,11031554,58.989140,5.732560,http://gt.rkt.no/H11031554
11031578,Husabøåkeren,11031578,58.999780,5.722230,http://gt.rkt.no/H11031578
11031587,Kallagstunet,11031587,58.996700,5.749250,http://gt.rkt.no/H11031587
11034904,Osebergstien,11034904,58.988720,5.675290,http://gt.rkt.no/H11034904
11031464,Vardeneset skole,11031464,58.994551,5.681886,http://gt.rkt.no/H11031464
11031285,Smiehagen,11031285,58.981870,5.690640,http://gt.rkt.no/H11031285
11024881,Bogafjell vest,11024881,58.816160,5.744580,http://gt.rkt.no/H11024881
11024883,Buggeland skole,11024883,58.815950,5.753650,http://gt.rkt.no/H11024883
11020552,Riarveien,11020552,58.846321,5.750341,http://gt.rkt.no/H11020552
11021971,Skogveien,11021971,58.842979,5.764817,http://gt.rkt.no/H11021971
11270681,Goaveien,11270681,58.993565,5.643181,http://gt.rkt.no/H11270681
11270686,Gamle Harestadvei,11270686,59.004316,5.620716,http://gt.rkt.no/H11270686
11270653,Visteveien 34,11270653,58.989490,5.609150,http://gt.rkt.no/H11270653
11031430,Kvivoll,11031430,58.980759,5.661994,http://gt.rkt.no/H11031430
11246266,Skadbergveien,11246266,58.886270,5.667580,http://gt.rkt.no/H11246266
11024297,Sandnes rb.st hpl. 6,11024297,58.851780,5.737840,http://gt.rkt.no/H11024297
11020572,Torvmyrå,11020572,58.888398,5.725411,http://gt.rkt.no/H11020572
11240847,Skadbergåsen,11240847,58.892950,5.672116,http://gt.rkt.no/H11240847
11240835,Kongshaugveien,11240835,58.889891,5.645983,http://gt.rkt.no/H11240835
11020353,Lundeleitet,11020353,58.828643,5.724758,http://gt.rkt.no/H11020353
11036164,Refsnesveien,11036164,58.902521,5.700400,http://gt.rkt.no/H11036164
11020413,Roviken,11020413,58.854138,5.750071,http://gt.rkt.no/H11020413
11020423,Eddaveien,11020423,58.854260,5.762600,http://gt.rkt.no/H11020423
11020411,Giljarhaugen,11020411,58.856494,5.752119,http://gt.rkt.no/H11020411
11024205,Lauvmeisveien,11024205,58.861963,5.758565,http://gt.rkt.no/H11024205
11022002,Rovikheimen,11022002,58.865125,5.759306,http://gt.rkt.no/H11022002
11020164,Sandvikbakken,11020164,58.869621,5.767185,http://gt.rkt.no/H11020164
11020431,Daleveien v/Sandvika,11020431,58.871043,5.765797,http://gt.rkt.no/H11020431
11020074,Strondlia,11020074,58.876082,5.768735,http://gt.rkt.no/H11020074
11020566,Høgevoll,11020566,58.874240,5.764457,http://gt.rkt.no/H11020566
11020169,Laberget,11020169,58.862413,5.754308,http://gt.rkt.no/H11020169
11020421,Fjellveien,11020421,58.852993,5.757251,http://gt.rkt.no/H11020421
11014253,Langevannsveien,11014253,58.466658,6.017113,http://gt.rkt.no/H11014253
11014228,Grøne Bråden skole,11014228,58.469265,6.006761,http://gt.rkt.no/H11014228
11035602,Madlakrossen hpl. 1,11035602,58.953506,5.682641,http://gt.rkt.no/H11035602
11031337,Amfi Madla,11031337,58.953080,5.676810,http://gt.rkt.no/H11031337
11031350,Kompani Linges vei,11031350,58.943948,5.665440,http://gt.rkt.no/H11031350
11031355,Hafrsfjord skole,11031355,58.941833,5.653680,http://gt.rkt.no/H11031355
11032614,Rektor Oldens gate,11032614,58.955240,5.692836,http://gt.rkt.no/H11032614
11246434,Stavanger lufthavn hpl. 4,11246434,58.881930,5.628620,http://gt.rkt.no/H11246434
11240751,Orshaug,11240751,58.912196,5.604255,http://gt.rkt.no/H11240751
11245987,Tankvegen,11245987,58.917001,5.598891,http://gt.rkt.no/H11245987
11245990,Energivegen 4,11245990,58.915720,5.593791,http://gt.rkt.no/H11245990
11242728,Hagakrossen vest,11242728,58.935841,5.603783,http://gt.rkt.no/H11242728
11240725,Losvegen,11240725,58.936915,5.575498,http://gt.rkt.no/H11240725
11245912,Eikebakken,11245912,58.883340,5.673800,http://gt.rkt.no/H11245912
11240858,Ytraberget,11240858,58.909671,5.670233,http://gt.rkt.no/H11240858
11031148,Svartholen,11031148,58.913180,5.682631,http://gt.rkt.no/H11031148
11014326,Dalane vgs.,11014326,58.464375,6.010430,http://gt.rkt.no/H11014326
11014245,Jernbaneveien,11014245,58.458957,6.004132,http://gt.rkt.no/H11014245
11020079,Lutsivatnet,11020079,58.878708,5.829351,http://gt.rkt.no/H11020079
11020069,Hogstadkrossen sør,11020069,58.882000,5.835360,http://gt.rkt.no/H11020069
11020147,Jødestad,11020147,58.911385,5.828355,http://gt.rkt.no/H11020147
11031637,UiS ved Kjell Arholms hus,11031637,58.936428,5.698578,http://gt.rkt.no/H11031637
11020085,Riskafeltet,11020085,58.919155,5.849632,http://gt.rkt.no/H11020085
11021845,Borgveien,11021845,58.920185,5.845057,http://gt.rkt.no/H11021845
11020148,Ileveien,11020148,58.930945,5.845926,http://gt.rkt.no/H11020148
11020504,Kyrkjevollen skole,11020504,58.926933,5.839743,http://gt.rkt.no/H11020504
11020500,Breivikveien,11020500,58.924330,5.843381,http://gt.rkt.no/H11020500
11421663,Bergjekrysset,11421663,59.105392,5.701197,http://gt.rkt.no/H11421663
11031160,Folkeviseveien,11031160,58.942143,5.699277,http://gt.rkt.no/H11031160
11031639,Oljedirektoratet,11031639,58.933818,5.701866,http://gt.rkt.no/H11031639
11241154,Prof. Olav Hanssens vei,11241154,58.933525,5.697690,http://gt.rkt.no/H11241154
11270614,Harestadvika,11270614,59.012036,5.636976,http://gt.rkt.no/H11270614
11020247,Oalsgaten,11020247,58.849384,5.731937,http://gt.rkt.no/H11020247
11020249,Sandnes rådhus,11020249,58.846661,5.728908,http://gt.rkt.no/H11020249
11020323,Åsedalen,11020323,58.833542,5.719136,http://gt.rkt.no/H11020323
11212573,Kvernaland sentrum,11212573,58.778170,5.720693,http://gt.rkt.no/H11212573
11421912,Reianes,11421912,59.123620,5.592750,http://gt.rkt.no/H11421912
11421673,Vik,11421673,59.101320,5.701510,http://gt.rkt.no/H11421673
11426217,Skorpefjell,11426217,59.061786,5.687850,http://gt.rkt.no/H11426217
11426563,Askjehagen,11426563,59.060986,5.697580,http://gt.rkt.no/H11426563
11426558,Hagasundet,11426558,59.042255,5.665993,http://gt.rkt.no/H11426558
11270629,Barlindveien,11270629,58.999331,5.653370,http://gt.rkt.no/H11270629
11031319,Stavanger stadion,11031319,58.964900,5.713060,http://gt.rkt.no/H11031319
11031318,Stavanger stadion,11031318,58.965085,5.712955,http://gt.rkt.no/H11031318
11270591,Sandeveien,11270591,59.015806,5.590579,http://gt.rkt.no/H11270591
11270577,Sande,11270577,59.025710,5.590539,http://gt.rkt.no/H11270577
11030985,Fredr. Nannestads vei,11030985,58.954003,5.733691,http://gt.rkt.no/H11030985
11031205,Peder Saxes gate,11031205,58.946488,5.717391,http://gt.rkt.no/H11031205
11031162,Tjodveien,11031162,58.942980,5.698210,http://gt.rkt.no/H11031162
11031180,Klovsteinveien,11031180,58.950878,5.683106,http://gt.rkt.no/H11031180
11031163,Gangarstien,11031163,58.943435,5.696395,http://gt.rkt.no/H11031163
11270626,Fjellheimveien,11270626,59.001635,5.655571,http://gt.rkt.no/H11270626
11276197,Bronseveien,11276197,59.010506,5.644100,http://gt.rkt.no/H11276197
11031330,Stokka kirke,11031330,58.963940,5.691290,http://gt.rkt.no/H11031330
11030964,Rektor Steens gate,11030964,58.959478,5.736586,http://gt.rkt.no/H11030964
11030949,Stavanger museum,11030949,58.964473,5.732576,http://gt.rkt.no/H11030949
11031183,Madlakrossen hpl. 3,11031183,58.953620,5.683270,http://gt.rkt.no/H11031183
11031173,Gosen,11031173,58.939461,5.687766,http://gt.rkt.no/H11031173
11240862,Grannessletta,11240862,58.922608,5.683100,http://gt.rkt.no/H11240862
11240796,Høgeholen,11240796,58.844996,5.599570,http://gt.rkt.no/H11240796
11240779,Ølbergkrysset,11240779,58.870350,5.600983,http://gt.rkt.no/H11240779
11030906,Søylandsgata,11030906,58.965186,5.759097,http://gt.rkt.no/H11030906
11030931,Nymansveien,11030931,58.962040,5.754750,http://gt.rkt.no/H11030931
11031628,Bosteberget,11031628,59.005415,5.749241,http://gt.rkt.no/H11031628
11031619,Skatesundet,11031619,58.994596,5.760013,http://gt.rkt.no/H11031619
11031626,Ormøysundet,11031626,58.990798,5.765874,http://gt.rkt.no/H11031626
11031620,Skatesundet,11031620,58.994726,5.760521,http://gt.rkt.no/H11031620
11031880,Bjørnøyhavna,11031880,58.995663,5.759465,http://gt.rkt.no/H11031880
11031892,Galeiveien,11031892,58.988289,5.733370,http://gt.rkt.no/H11031892
11031598,Grønnsvig,11031598,58.987212,5.737812,http://gt.rkt.no/H11031598
11031172,Gosen,11031172,58.939657,5.686257,http://gt.rkt.no/H11031172
11030930,Nymansveien,11030930,58.962040,5.754876,http://gt.rkt.no/H11030930
11031267,Chr. Bjellands gate,11031267,58.982303,5.708775,http://gt.rkt.no/H11031267
11031418,Måkeberget,11031418,58.968451,5.596535,http://gt.rkt.no/H11031418
11032649,Stavanger hpl. 24,11032649,58.968700,5.731170,http://gt.rkt.no/H11032649
11031502,Tastadalen,11031502,58.980919,5.683081,http://gt.rkt.no/H11031502
11424184,Eltarvåg nord,11424184,59.124793,5.720988,http://gt.rkt.no/H11424184
11032547,Stavanger hpl. 45,11032547,58.970676,5.735574,http://gt.rkt.no/H11032547
11240781,Gardshaugvegen,11240781,58.869892,5.593642,http://gt.rkt.no/H11240781
11240783,Ølberg,11240783,58.866536,5.570112,http://gt.rkt.no/H11240783
11246327,Høgeholen,11246327,58.845790,5.600966,http://gt.rkt.no/H11246327
11240816,Nordsjøkrysset,11240816,58.865639,5.632462,http://gt.rkt.no/H11240816
11240814,Stemmen,11240814,58.867181,5.644846,http://gt.rkt.no/H11240814
11240837,Skiljaberget,11240837,58.895780,5.647329,http://gt.rkt.no/H11240837
11031419,Måkeberget,11031419,58.969950,5.598200,http://gt.rkt.no/H11031419
11240722,Storevarden skole,11240722,58.938596,5.574126,http://gt.rkt.no/H11240722
11240750,Risabergvegen,11240750,58.922133,5.605458,http://gt.rkt.no/H11240750
11031336,Fartein Valens vei,11031336,58.968508,5.701153,http://gt.rkt.no/H11031336
11240819,Ljosheimkrossen,11240819,58.881090,5.654130,http://gt.rkt.no/H11240819
11031505,Misjonshøgskolen,11031505,58.970943,5.714623,http://gt.rkt.no/H11031505
11031307,Knut Baades gate,11031307,58.970488,5.706593,http://gt.rkt.no/H11031307
11030912,Haukeligata,11030912,58.965881,5.746756,http://gt.rkt.no/H11030912
11014221,Varbergveien,11014221,58.441162,5.990433,http://gt.rkt.no/H11014221
11030893,Pedersbakken,11030893,58.969331,5.736126,http://gt.rkt.no/H11030893
11031315,Kons.Helliesens gate,11031315,58.967260,5.709690,http://gt.rkt.no/H11031315
11031312,Rikard Nordraaks vei,11031312,58.969320,5.705870,http://gt.rkt.no/H11031312
11020407,Bj.Bjørnsons gate,11020407,58.851800,5.724010,http://gt.rkt.no/H11020407
11024206,Lauvmeisveien,11024206,58.862638,5.758348,http://gt.rkt.no/H11024206
11063309,Eirik Raudes gate,11063309,59.405100,5.296176,http://gt.rkt.no/H11063309
11063143,Rossabø skole,11063143,59.402805,5.297486,http://gt.rkt.no/H11063143
11466071,Garhaug snuplass,11466071,59.425100,5.477344,http://gt.rkt.no/H11466071
11063109,Sørhauggata terminal,11063109,59.411570,5.272120,http://gt.rkt.no/H11063109
11492519,Nordbø,11492519,59.375035,5.286723,http://gt.rkt.no/H11492519
11211779,Knatten,11211779,58.782233,5.729918,http://gt.rkt.no/H11211779
11202056,Øksnevadporten,11202056,58.786620,5.704120,http://gt.rkt.no/H11202056
11212411,Sørskog Bil,11212411,58.726605,5.630680,http://gt.rkt.no/H11212411
11212461,Hognestad,11212461,58.704858,5.660171,http://gt.rkt.no/H11212461
11214601,Håland,11214601,58.720980,5.654560,http://gt.rkt.no/H11214601
11014266,Slettebøvatnet,11014266,58.462720,6.018773,http://gt.rkt.no/H11014266
11014055,Holan,11014055,58.469196,6.025875,http://gt.rkt.no/H11014055
11014065,Krossmoen,11014065,58.522950,6.097382,http://gt.rkt.no/H11014065
11144856,Bjerkreim v/E39,11144856,58.584615,6.070457,http://gt.rkt.no/H11144856
11020442,Bråsteinvatnet sør,11020442,58.800825,5.781743,http://gt.rkt.no/H11020442
11493024,Tankanlegg Shell,11493024,59.403993,5.253191,http://gt.rkt.no/H11493024
11493059,Nedre Hauge sør,11493059,59.365040,5.269676,http://gt.rkt.no/H11493059
11493054,Hauga,11493054,59.370978,5.257922,http://gt.rkt.no/H11493054
11493038,Hålandkrossen,11493038,59.389831,5.243920,http://gt.rkt.no/H11493038
11496252,Vik,11496252,59.405431,5.251458,http://gt.rkt.no/H11496252
11214605,Lendekrossen,11214605,58.713988,5.748647,http://gt.rkt.no/H11214605
11212403,Dammakrossen,11212403,58.692398,5.714724,http://gt.rkt.no/H11212403
11212406,Undheim skule,11212406,58.684650,5.767136,http://gt.rkt.no/H11212406
11020013,Storeholen,11020013,58.781909,5.825712,http://gt.rkt.no/H11020013
11024196,Figgenveien,11024196,58.785933,5.814893,http://gt.rkt.no/H11024196
11212397,Brøytvegen,11212397,58.730253,5.680130,http://gt.rkt.no/H11212397
11063234,Mårstien,11063234,59.441820,5.284470,http://gt.rkt.no/H11063234
11063239,Kattanakkvegen,11063239,59.433180,5.291150,http://gt.rkt.no/H11063239
11494384,Hovedgata,11494384,59.283193,5.308370,http://gt.rkt.no/H11494384
11494383,Havnegata,11494383,59.284091,5.306040,http://gt.rkt.no/H11494383
11194611,Toppabakken,11194611,58.695707,5.600802,http://gt.rkt.no/H11194611
11194607,Høyland skule,11194607,58.685041,5.594120,http://gt.rkt.no/H11194607
11201713,Moi smia,11201713,58.711711,5.580301,http://gt.rkt.no/H11201713
11191794,Bjorland,11191794,58.672724,5.624875,http://gt.rkt.no/H11191794
11191791,Tryggheim,11191791,58.671946,5.632450,http://gt.rkt.no/H11191791
11191788,Nærbø stasjon,11191788,58.668105,5.639243,http://gt.rkt.no/H11191788
11201738,Ergakrossen,11201738,58.724103,5.533076,http://gt.rkt.no/H11201738
11020181,Osli,11020181,58.814048,5.767643,http://gt.rkt.no/H11020181
11146363,Byrkjemo,11146363,58.593666,6.078678,http://gt.rkt.no/H11146363
11014103,Nodland,11014103,58.401700,6.034703,http://gt.rkt.no/H11014103
11494357,Bygnes nord,11494357,59.299741,5.292130,http://gt.rkt.no/H11494357
11063173,Bråvallagata,11063173,59.424741,5.272601,http://gt.rkt.no/H11063173
11063243,Haraldsvang,11063243,59.430550,5.279800,http://gt.rkt.no/H11063243
11063240,Solandsbakkane,11063240,59.431076,5.287250,http://gt.rkt.no/H11063240
11063153,Udland,11063153,59.441370,5.272710,http://gt.rkt.no/H11063153
11204628,Stemmemyra,11204628,58.786460,5.580198,http://gt.rkt.no/H11204628
11206522,Bore skule,11206522,58.788890,5.601270,http://gt.rkt.no/H11206522
11201683,Verdalen,11201683,58.782850,5.617155,http://gt.rkt.no/H11201683
11201680,Grude,11201680,58.785818,5.643023,http://gt.rkt.no/H11201680
11201865,Kleppekrossen,11201865,58.773721,5.629515,http://gt.rkt.no/H11201865
11206514,Solavegen,11206514,58.776251,5.630880,http://gt.rkt.no/H11206514
11492992,Airport Hotel Karmøy,11492992,59.341915,5.275326,http://gt.rkt.no/H11492992
11492983,Kolstø,11492983,59.326773,5.285220,http://gt.rkt.no/H11492983
11202219,Revholen,11202219,58.744545,5.600655,http://gt.rkt.no/H11202219
11204630,Storeholen,11204630,58.746058,5.593891,http://gt.rkt.no/H11204630
11202211,Øvregard,11202211,58.764678,5.602445,http://gt.rkt.no/H11202211
11206330,Borekrossen sør,11206330,58.790670,5.597740,http://gt.rkt.no/H11206330
11205929,Borevegen,11205929,58.768130,5.603183,http://gt.rkt.no/H11205929
11204616,Bore østre,11204616,58.791020,5.589110,http://gt.rkt.no/H11204616
11201677,Meland v/Jærvegen,11201677,58.793418,5.663746,http://gt.rkt.no/H11201677
11020248,Sandnes rådhus,11020248,58.847287,5.729687,http://gt.rkt.no/H11020248
11024195,Figgenveien,11024195,58.785896,5.814933,http://gt.rkt.no/H11024195
11021956,Kvednaholen,11021956,58.783557,5.822663,http://gt.rkt.no/H11021956
11222557,Figgjoveien,11222557,58.774600,5.838360,http://gt.rkt.no/H11222557
11222143,Holmaveien,11222143,58.772540,5.840690,http://gt.rkt.no/H11222143
11496386,Østremtunet,11496386,59.291556,5.292055,http://gt.rkt.no/H11496386
11492953,Rekkje,11492953,59.294323,5.221761,http://gt.rkt.no/H11492953
11492876,Dyrland,11492876,59.202560,5.188325,http://gt.rkt.no/H11492876
11492903,Skudeneshavn kai,11492903,59.147100,5.268800,http://gt.rkt.no/H11492903
11492887,Sandve sør,11492887,59.173121,5.200611,http://gt.rkt.no/H11492887
11201700,Utsyn,11201700,58.814966,5.622810,http://gt.rkt.no/H11201700
11226583,Oltedal stadion,11226583,58.833632,6.056801,http://gt.rkt.no/H11226583
11492959,Slettavegen,11492959,59.285936,5.236285,http://gt.rkt.no/H11492959
11492907,Austre Karmøyveg,11492907,59.279948,5.305330,http://gt.rkt.no/H11492907
11201695,Voll,11201695,58.806462,5.605448,http://gt.rkt.no/H11201695
11020319,Skaskrossen,11020319,58.826439,5.629648,http://gt.rkt.no/H11020319
11014280,Fugloddveien,11014280,58.433460,5.979831,http://gt.rkt.no/H11014280
11020485,Lauvåsvågen vest,11020485,58.944041,5.881683,http://gt.rkt.no/H11020485
11020108,Breivik,11020108,58.948420,5.926350,http://gt.rkt.no/H11020108
11211777,Kvernaland sentrum,11211777,58.779426,5.720285,http://gt.rkt.no/H11211777
11201764,Orstad mølle,11201764,58.795269,5.720236,http://gt.rkt.no/H11201764
11015558,Hyvingeveien,11015558,58.439863,5.997588,http://gt.rkt.no/H11015558
11014336,Lygremarka sør,11014336,58.428418,6.006238,http://gt.rkt.no/H11014336
11014214,Lyngtangen,11014214,58.426101,6.008529,http://gt.rkt.no/H11014214
11014226,Samfundets kirke,11014226,58.445941,6.005876,http://gt.rkt.no/H11014226
11014141,Vadlåsen,11014141,58.448106,5.976955,http://gt.rkt.no/H11014141
11014341,Uninor,11014341,58.436755,5.976426,http://gt.rkt.no/H11014341
11014396,Fugloddveien,11014396,58.433182,5.979814,http://gt.rkt.no/H11014396
11014276,Kattavikveien,11014276,58.459351,5.987996,http://gt.rkt.no/H11014276
11015565,Løyningveien,11015565,58.435549,5.976562,http://gt.rkt.no/H11015565
11014133,Leidland sør,11014133,58.460991,5.974360,http://gt.rkt.no/H11014133
11014388,Stie,11014388,58.464075,5.937116,http://gt.rkt.no/H11014388
11014389,Skjelbreid øst,11014389,58.464980,5.948233,http://gt.rkt.no/H11014389
11016154,Lædreveien,11016154,58.386784,6.069577,http://gt.rkt.no/H11016154
10045826,Roligheten,10045826,58.280180,6.397900,http://gt.rkt.no/H10045826
10045864,Fjellså,10045864,58.286240,6.608920,http://gt.rkt.no/H10045864
10045867,Åsnes,10045867,58.279000,6.477010,http://gt.rkt.no/H10045867
11114855,Åna Sira,11114855,58.293430,6.443260,http://gt.rkt.no/H11114855
11114455,Krossen,11114455,58.342082,6.284941,http://gt.rkt.no/H11114455
11114453,Shell,11114453,58.343133,6.283148,http://gt.rkt.no/H11114453
11114437,Saurdal,11114437,58.375675,6.243900,http://gt.rkt.no/H11114437
11020478,Sletten øst,11020478,58.949750,5.918740,http://gt.rkt.no/H11020478
